,File_name,File_path,File_size_bytes,File_size,Creation_time,Modification_time,Title,Author,Pages,author,category,comments,content_status,created,identifier,keywords,language,last_modified_by,last_printed,modified,revision,subject,title,version,Image_height,Image_width,Image_format,Image_mode,Image_is_animated,Frames_in_image
0,"Клибанов А.И. (отв. ред.) - Церковь, общество и государство в феодальной России - 1990.pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар15-16/Семинар 16/Клибанов А.И. (отв. ред.) - Церковь, общество и государство в феодальной России - 1990.pdf",32627379,31.12 MB,Thu Sep 30 15:58:22 2021,Thu Dec 10 07:45:00 2020,,Adobe Acrobat Pro 11.0.8 Paper Capture Plug-in; modified using iTextSharp 5.1.0 (c) 1T3XT BVBA,356.0,,,,,,,,,,,,,,,,,,,,,
0,Freez_Handmaiden of the State_1985.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар15-16/Семинар 16/Freez_Handmaiden of the State_1985.pdf,1423735,1.36 MB,Tue Dec 15 16:32:06 2020,Thu Dec 10 07:45:00 2020,Handmaiden of the State? The Church in Imperial Russia Reconsidered,http://big.faceless.org/products/pdf?version=work-20090717T1753,21.0,,,,,,,,,,,,,,,,,,,,,
0,Vert_P_-_Pravoslavie_inoslavie_inoverie_-_2012.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар15-16/Семинар 16/Vert_P_-_Pravoslavie_inoslavie_inoverie_-_2012.pdf,7959230,7.59 MB,Thu Dec 10 12:45:44 2020,Thu Dec 10 07:45:00 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Elise Wirtschafter - Religion and Enlightenment in Catherinian Russia_ The Teachings of Metropolitan Platon-Northern Illinois University Press (2013).pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар15-16/Семинар 16/Elise Wirtschafter - Religion and Enlightenment in Catherinian Russia_ The Teachings of Metropolitan Platon-Northern Illinois University Press (2013).pdf,1261513,1.2 MB,Sun Dec 26 03:17:46 2021,Thu Dec 10 07:45:00 2020,Religion and Enlightenment in Catherinian Russia : The Teachings of Metropolitan Platon,Adobe PDF Library 9.0,206.0,,,,,,,,,,,,,,,,,,,,,
0,Долбилов_Русский край.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар15-16/Семинар 16/Долбилов_Русский край.pdf,9186889,8.76 MB,Thu Sep 30 15:58:22 2021,Thu Dec 10 07:45:00 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Карташев А.В. - Очерки по истории Русской Церкви. Т.2 - 1993.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар15-16/Семинар 16/Карташев А.В. - Очерки по истории Русской Церкви. Т.2 - 1993.pdf,22061848,21.04 MB,Thu Sep 30 15:58:22 2021,Thu Dec 10 07:45:00 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Л.М.ЛЫСЕНКО - ГУБЕРНАТОРЫ И ГЕНЕРАЛ-ГУБЕРНАТОРЫ РОССИЙСКОЙ ИМПЕРИИ.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 4/Л.М.ЛЫСЕНКО - ГУБЕРНАТОРЫ И ГЕНЕРАЛ-ГУБЕРНАТОРЫ РОССИЙСКОЙ ИМПЕРИИ.pdf,38227744,36.46 MB,Thu Nov  5 21:09:52 2020,Thu Oct  8 01:05:08 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Семинар 3_Министерства.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 3/Семинар 3_Министерства.docx,18341,17.91 KB,Thu Nov  5 21:07:19 2020,Thu Oct  8 01:06:35 2020,,,,Сергей Польской,,,,2020-09-10 21:09:00,,,,Сергей Польской,,2020-10-05 10:28:00,20.0,,,,,,,,,
0,Чарторыйский_гл 9_1801-1802.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 3/Чарторыйский_гл 9_1801-1802.pdf,159552,155.81 KB,Thu Nov  5 21:07:19 2020,Thu Oct  8 01:05:00 2020,Microsoft Word - Черторыйский_гл 9_1801-1802.docx,macOS Версия 10.15.7 (Выпуск 19H2) Quartz PDFContext,13.0,,,,,,,,,,,,,,,,,,,,,
0,Сафонов М.М. - Проблема реформ в правительственной политике России... - 1988.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 3/Сафонов М.М. - Проблема реформ в правительственной политике России... - 1988.pdf,30043054,28.65 MB,Thu Nov  5 21:08:32 2020,Thu Oct  8 01:15:52 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Семинар 3.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 3/Семинар 3.docx,28377,27.71 KB,Thu Sep  8 10:25:08 2022,Tue Oct 13 16:01:06 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-07 22:07:00,,,,Карнаухов Иван Алексеевич,,2020-10-13 13:01:00,6.0,,,,,,,,,
0,kakaya-to_kniga.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 3/kakaya-to_kniga.pdf,19303397,18.41 MB,Sat Sep  9 09:32:51 2023,Thu Oct  8 01:13:35 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Ministerstvo Vnutrennih Del 1802-1902_kn1.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 3/Ministerstvo Vnutrennih Del 1802-1902_kn1.pdf,85058649,81.12 MB,Thu Nov  5 21:08:53 2020,Thu Oct  8 01:04:48 2020,DjVu Encoded.djvu,Acrobat Distiller 10.0.0 (Windows),335.0,,,,,,,,,,,,,,,,,,,,,
0,А.Миллер - Империя Романовых и национализм (Historia Rossica) - 2006.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 12/OneDrive_1_03/А.Миллер - Империя Романовых и национализм (Historia Rossica) - 2006.pdf,43029145,41.04 MB,Thu Dec  3 16:26:03 2020,Thu Dec  3 16:25:59 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Rossiyskaya_imperia_v_sravnitelnoy_perspektive_-_2004.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 12/OneDrive_1_03/Rossiyskaya_imperia_v_sravnitelnoy_perspektive_-_2004.pdf,39261712,37.44 MB,Thu Dec  3 20:59:17 2020,Thu Dec  3 16:28:55 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Лавринович.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 8/Лавринович.pdf,223927,218.68 KB,Sun Dec 26 03:17:30 2021,Mon Nov 16 13:16:00 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Бекасова.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 8/Бекасова.pdf,1259368,1.2 MB,Sat Sep  9 09:37:01 2023,Mon Nov 16 13:16:00 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,МЛеонов.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 8/МЛеонов.pdf,2344070,2.24 MB,Mon Dec 13 16:09:45 2021,Mon Nov 16 13:16:00 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Seminar_8_Patron-klientskie_otnoshenia.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 8/Seminar_8_Patron-klientskie_otnoshenia.docx,41142,40.18 KB,Thu Sep  8 10:26:08 2022,Tue Nov 17 17:42:04 2020,,,,Сергей Польской,,,,2020-09-10 21:09:00,,,,Карнаухов Иван Алексеевич,,2020-11-17 14:42:00,42.0,,,,,,,,,
0,Морозов Отрицательные рецензии Препринт ИТОГ.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Рецензия/Морозов Отрицательные рецензии Препринт ИТОГ.docx,41697,40.72 KB,Thu Nov  5 20:58:09 2020,Tue Oct 20 15:58:07 2020,,,,,,,,,,,,,,,0.0,,,,,,,,,
0,Памятка_рецензия.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Рецензия/Памятка_рецензия.docx,16465,16.08 KB,Thu Dec  3 19:20:04 2020,Tue Oct 20 15:47:25 2020,,,,Сергей Польской,,,,2020-09-22 15:22:00,,,,Сергей Польской,,2020-09-28 20:46:00,6.0,,,,,,,,,
0,Seminar_9_Ideologia.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Россия 18-19 вв/Семинар 9/Seminar_9_Ideologia.docx,35131,34.31 KB,Mon Nov 29 15:28:13 2021,Tue Nov 24 17:43:13 2020,,,,Сергей Польской,,,,2020-09-10 21:09:00,,,,Карнаухов Иван Алексеевич,,2020-11-24 14:43:00,41.0,,,,,,,,,
0,Лекции. Историческая антропология.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Историческая антропология/Лекции. Историческая антропология.docx,18337,17.91 KB,Thu Jan 28 18:14:29 2021,Thu Jan 28 18:14:29 2021,,,,Карнаухов Иван Алексеевич,,,,2021-01-21 08:13:00,,,,Карнаухов Иван Алексеевич,,2021-01-28 15:14:00,5.0,,,,,,,,,
0,gerodot_istoriia_v_deviati_knigakh.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Историческая антропология/gerodot_istoriia_v_deviati_knigakh.pdf,11839142,11.29 MB,Wed Dec 15 23:19:42 2021,Thu Jan 28 14:52:13 2021,,,,,,,,,,,,,,,,,,,,,,,,
0,Vsemirnaya_istoria_4_tom.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Vsemirnaya_istoria_4_tom.pdf,42940653,40.95 MB,Fri Apr 16 14:18:36 2021,Sun Sep 13 23:43:37 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,задание к семинару.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 5/Нэш Скиталец/задание к семинару.docx,15708,15.34 KB,Thu Dec 17 16:31:35 2020,Wed Oct 28 23:15:54 2020,,,,Asus,,,,2017-02-22 20:34:00,,,,Antonina Sharova,,2020-10-28 17:52:00,7.0,,,,,,,,,
0,Плутовской_роман.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 5/Нэш Скиталец/Плутовской_роман.pdf,1139990,1.09 MB,Wed Dec 15 23:19:42 2021,Wed Oct 28 23:15:54 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Семинар. роман и книга мучеников.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 5/Нэш Скиталец/Семинар. роман и книга мучеников.docx,14712,14.37 KB,Thu Nov  5 19:59:43 2020,Wed Oct 28 23:24:19 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-28 20:23:00,,,,Карнаухов Иван Алексеевич,,2020-10-28 20:24:00,2.0,,,,,,,,,
0,злополучный скиталец2.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 5/Нэш Скиталец/злополучный скиталец2.docx,948055,925.83 KB,Wed Dec 15 23:19:42 2021,Wed Oct 28 23:15:54 2020,,,,1,,,,2016-11-01 15:35:00,,,,1,,2016-11-01 15:53:00,2.0,,,,,,,,,
0,osinovskiy_i_n_tomas_mor.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 5/Томас Мор/osinovskiy_i_n_tomas_mor.pdf,9430243,8.99 MB,Thu Nov  5 19:59:39 2020,Wed Oct 28 23:16:00 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Семинар.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Кастильоне - Придворный/Семинар.docx,19856,19.39 KB,Thu Nov  5 19:50:30 2020,Fri Oct 16 16:43:15 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-16 10:12:00,,,,Карнаухов Иван Алексеевич,,2020-10-16 13:43:00,3.0,,,,,,,,,
0,Кастильоне - Делла Касо задание.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Кастильоне - Придворный/Кастильоне - Делла Касо задание.docx,17567,17.16 KB,Thu Nov  5 19:50:30 2020,Fri Oct 16 10:57:36 2020,,,,1,,,,2017-01-18 18:37:00,,,,Antonina Sharova,,2020-10-10 09:04:00,9.0,,,,,,,,,
0,andreev_m_l_otv_red_istoriya_literatury_italii_tom_2_kniga_2.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Кастильоне - Придворный/andreev_m_l_otv_red_istoriya_literatury_italii_tom_2_kniga_2.pdf,93374768,89.05 MB,Thu Nov  5 19:55:31 2020,Fri Oct 16 11:05:07 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,задание к семинару 2020.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 4/задание к семинару 2020.docx,16703,16.31 KB,Thu Nov  5 20:00:22 2020,Thu Oct 22 00:21:00 2020,,,,Antonina Sharova,,,,2020-02-20 16:37:00,,,,Antonina Sharova,,2020-10-13 20:42:00,5.0,,,,,,,,,
0,Кэмпбелл. Иезуиты (англ).pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 4/Кэмпбелл. Иезуиты (англ).pdf,41953609,40.01 MB,Fri Apr 16 14:18:16 2021,Thu Oct 22 00:20:44 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Лойола Игнатий. Духовные упражнения.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 4/Лойола Игнатий. Духовные упражнения.docx,122164,119.3 KB,Thu Nov  5 20:15:32 2020,Thu Oct 22 00:20:48 2020,,,,Игнатий  Лойола,,,,2018-03-13 10:12:00,,,,Asus,,2018-03-13 10:12:00,2.0,,Духовные упражнения,,,,,,,
0,Бёмер Генрих. История ордена иезуитов.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 4/Бёмер Генрих. История ордена иезуитов.docx,339646,331.69 KB,Thu Sep 30 15:58:22 2021,Thu Oct 22 00:20:44 2020,,,,Генрих Бёмер,,,,2018-03-13 11:16:00,,,,Asus,,2018-03-13 12:11:00,3.0,,История ордена иезуитов,,,,,,,
0,Прокопьев А.Ю. Германия в эпоху религиозного раскола. 1555-1648 (2002).pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 4/Прокопьев А.Ю. Германия в эпоху религиозного раскола. 1555-1648 (2002).pdf,177423940,169.2 MB,Thu Nov  5 20:15:06 2020,Thu Oct 22 01:22:05 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Лойола. Путь паломника.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 4/Лойола. Путь паломника.pdf,355259,346.93 KB,Thu Sep 30 15:58:22 2021,Thu Oct 22 00:20:48 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Губер. Иезуиты.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 4/Губер. Иезуиты.pdf,11881763,11.33 MB,Thu Nov  5 20:03:11 2020,Thu Oct 22 00:20:44 2020,"Иезуиты, их история, учение, организация и практическая деятельность в сфере общественной жизни, политики и религии. 1898.",Google Books PDF Converter (rel 1 21/8/06),326.0,,,,,,,,,,,,,,,,,,,,,
0,Филлипсон. Религиозная контрреформация в Европе Триентский собор.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 4/Филлипсон. Религиозная контрреформация в Европе Триентский собор.pdf,63839428,60.88 MB,Thu Apr  1 00:16:28 2021,Thu Oct 22 00:20:48 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Семинар 4.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 4/Семинар 4.docx,17946,17.53 KB,Thu Nov  5 20:15:32 2020,Thu Oct 22 23:08:15 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-21 21:24:00,,,,Карнаухов Иван Алексеевич,,2020-10-22 20:08:00,4.0,,,,,,,,,
0,Карнаухов.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Контрольная/Карнаухов.docx,20696,20.21 KB,Thu Dec 17 01:22:46 2020,Thu Dec 17 01:22:46 2020,,,,Карнаухов Иван Алексеевич,,,,2020-12-16 22:22:00,,,,Карнаухов Иван Алексеевич,,2020-12-16 22:22:00,2.0,,,,,,,,,
0,Контрольная.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Контрольная/Контрольная.docx,19277,18.83 KB,Thu Dec 17 01:29:41 2020,Thu Dec 17 00:17:18 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-21 21:36:00,,,,Карнаухов Иван Алексеевич,,2020-12-16 21:17:00,4.0,,,,,,,,,
0,Хрестоматия часть 1. Английская и Французская революции.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Контрольная/Хрестоматия часть 1. Английская и Французская революции.pdf,2421335,2.31 MB,Thu Dec 17 00:06:24 2020,Wed Dec 16 21:50:23 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Карнаухов_Контрольная2.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Контрольная/Карнаухов_Контрольная2.docx,20765,20.28 KB,Thu Dec 17 01:29:55 2020,Thu Dec 17 01:29:55 2020,,,,Карнаухов Иван Алексеевич,,,,2020-12-16 22:22:00,,,,Карнаухов Иван Алексеевич,,2020-12-16 22:29:00,5.0,,,,,,,,,
0,задание 2020.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Французская революция/задание 2020.docx,22753,22.22 KB,Wed Mar 17 13:37:55 2021,Tue Dec 15 00:23:56 2020,,,,Antonina Sharova,,,,2020-06-02 17:48:00,,,,Карнаухов Иван Алексеевич,,2020-12-14 21:23:00,9.0,,,,,,,,,
0,Chudinov_A_-_Frantsuzskaya_revolyutsia_istoria_i_mify_-_2007.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Французская революция/Chudinov_A_-_Frantsuzskaya_revolyutsia_istoria_i_mify_-_2007.pdf,38362621,36.59 MB,Wed Dec 15 23:19:42 2021,Sun Dec 13 23:58:23 2020,,Adobe Acrobat Pro 11.0.0,307.0,,,,,,,,,,,,,,,,,,,,,
0,задание к семинару.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 6/Франсуа Отман/задание к семинару.docx,21620,21.11 KB,Mon Nov  9 15:57:53 2020,Mon Nov  9 15:57:53 2020,,,,1,,,,2017-02-03 14:12:00,,,,Карнаухов Иван Алексеевич,,2020-11-09 12:57:00,6.0,,,,,,,,,
0,Эльфонд. Адмирал Колиньи.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 6/Франсуа Отман/Эльфонд. Адмирал Колиньи.pdf,196953,192.34 KB,Mon Nov  9 10:01:24 2020,Sat Nov  7 22:04:04 2020,Адмирал Колиньи: жизнь и легенда,Microsoft® Word 2010,10.0,,,,,,,,,,,,,,,,,,,,,
0,WHEN AND WHY HOTMAN WROTE THE FRANCOGALLIA.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 6/Франсуа Отман/WHEN AND WHY HOTMAN WROTE THE FRANCOGALLIA.pdf,2629188,2.51 MB,Sat Nov  7 22:04:11 2020,Sat Nov  7 22:03:44 2020,"WHEN AND WHY HOTMAN WROTE THE ""FRANCOGALLIA""",iText® 5.5.10 ©2000-2015 iText Group NV (Ithaka Harbors Inc.; licensed version); modified using iText® 5.5.10 ©2000-2015 iText Group NV (Ithaka Harbors Inc.; licensed version),32.0,,,,,,,,,,,,,,,,,,,,,
0,otnosheniya-vlasti-i-obschestva-v-trudah-teodora-de-beza-i-fransua-otmana.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 6/Франсуа Отман/otnosheniya-vlasti-i-obschestva-v-trudah-teodora-de-beza-i-fransua-otmana.pdf,525653,513.33 KB,Mon Nov  9 14:54:03 2020,Sat Nov  7 22:03:44 2020,Microsoft Word - История,ABBYY FineReader 8.0 Corporate Edition,6.0,,,,,,,,,,,,,,,,,,,,,
0,Ivan_Vasilevich_Luchickiy_Feodalnaya_aristokratiya_i_kalvinisty_vo_Francii_RuLit_Me_496901.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 6/Франсуа Отман/Ivan_Vasilevich_Luchickiy_Feodalnaya_aristokratiya_i_kalvinisty_vo_Francii_RuLit_Me_496901.pdf,22035143,21.01 MB,Sat Nov  7 22:04:11 2020,Sat Nov  7 22:03:44 2020,,Adobe Acrobat Pro 11.0.3 Paper Capture Plug-in,610.0,,,,,,,,,,,,,,,,,,,,,
0,1konstan_zhan_mari_povsednevnaya_zhizn_frantsuzov_vo_vremena.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 6/Франсуа Отман/1konstan_zhan_mari_povsednevnaya_zhizn_frantsuzov_vo_vremena.pdf,6213619,5.93 MB,Thu Jan 20 22:33:12 2022,Sat Nov  7 22:03:42 2020,<4D6963726F736F667420576F7264202D20CAEEEDF1F2E0ED2E20CFEEE2F1E5E4EDE5E2EDE0FF20E6E8E7EDFC20F4F0E0EDF6F3E7EEE220E2EE20E2F0E5ECE5EDE020F0E5EBE8E3E8EEE7EDFBF520E2EEE9ED2E646F63>,Acrobat Distiller 7.0.5 (Windows),195.0,,,,,,,,,,,,,,,,,,,,,
0,Франкогаллия.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 6/Франсуа Отман/Франкогаллия.pdf,104460572,99.62 MB,Mon Nov  9 10:02:24 2020,Sat Nov  7 22:03:44 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,"Дильтей В. Воззрение на мир и исследование человека со времен Возрождения и Реформации (2-е издание, 2013).pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 1/Дильтей В. Воззрение на мир и исследование человека со времен Возрождения и Реформации (2-е издание, 2013).pdf",18475863,17.62 MB,Thu Sep 30 15:58:22 2021,Thu Sep 10 23:44:52 2020,,; modified using iTextSharp 5.0.6 (c) 1T3XT BVBA,468.0,,,,,,,,,,,,,,,,,,,,,
0,Бэллок Ришелье.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 8/Ришелье/Бэллок Ришелье.pdf,1994009,1.9 MB,Wed Dec 15 23:19:42 2021,Sun Nov 22 16:58:10 2020,Microsoft Word - ri6el_e_472.rtf,Mac OS X 10.7.4 Quartz PDFContext,147.0,,,,,,,,,,,,,,,,,,,,,
0,задание по Англии.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 9/Англия 17 века 2020/задание по Англии.docx,27065,26.43 KB,Wed Dec 23 10:21:40 2020,Mon Dec  7 16:02:59 2020,,,,Antonina Sharova,,,,2020-11-23 20:59:00,,,,Карнаухов Иван Алексеевич,,2020-12-07 13:02:00,7.0,,,,,,,,,
0,Томсинов. Гос строй абсолютной монархии в Англии.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 9/Англия 17 века 2020/пара 1/Томсинов. Гос строй абсолютной монархии в Англии.pdf,417678,407.89 KB,Mon Nov 30 09:45:39 2020,Mon Nov 30 07:43:16 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Английский абсолютизм - мифы и реальность.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 9/Англия 17 века 2020/пара 1/Английский абсолютизм - мифы и реальность.pdf,297615,290.64 KB,Mon Nov 30 09:43:28 2020,Mon Nov 30 07:43:16 2020,МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РОССИЙСКОЙ ФЕДЕРАЦИИ,Microsoft® Office Word 2007,6.0,,,,,,,,,,,,,,,,,,,,,
0,ТОмсинов Идеология гражданской войны.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 9/Англия 17 века 2020/пара 1/ТОмсинов Идеология гражданской войны.pdf,520166,507.97 KB,Mon Nov 30 09:43:28 2020,Mon Nov 30 07:43:16 2020,Microsoft Word - Содержание  №3 2009н.DOC,Acrobat Distiller 7.0 (Windows),27.0,,,,,,,,,,,,,,,,,,,,,
0,Препогативы монарха - Клочков.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 9/Англия 17 века 2020/пара 1/Препогативы монарха - Клочков.pdf,268147,261.86 KB,Mon Nov 30 09:43:28 2020,Mon Nov 30 07:43:16 2020,Microsoft Word - Содержание.doc,Acrobat Distiller 9.5.0 (Windows),5.0,,,,,,,,,,,,,,,,,,,,,
0,Хеншелл Миф абсолютизма 16-17 вв..pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 9/Англия 17 века 2020/пара 1/Хеншелл Миф абсолютизма 16-17 вв..pdf,23050322,21.98 MB,Mon Dec  7 14:59:00 2020,Mon Nov 30 07:43:16 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Эйлмер. Восстание или революция. Англия 17 века.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 9/Англия 17 века 2020/пара 2/Эйлмер. Восстание или революция. Англия 17 века.pdf,43483283,41.47 MB,Mon Dec  7 10:52:57 2020,Sun Dec  6 19:19:36 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Kareev_Dve revoliutsii_1.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/Семинар 9/Англия 17 века 2020/пара 2/Kareev_Dve revoliutsii_1.pdf,16298782,15.54 MB,Tue Dec  8 11:46:09 2020,Mon Nov 30 07:43:18 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Неклюдова. Искусство частной жизни. Век Людовика 14.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/18 век 2020/Неклюдова. Искусство частной жизни. Век Людовика 14.pdf,66659274,63.57 MB,Fri Dec 11 12:44:05 2020,Thu Dec 10 23:22:59 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Булгаков о Мольере.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Европа 16-18 вв/18 век 2020/Булгаков о Мольере.docx,499755,488.04 KB,Thu Sep 30 15:58:22 2021,Thu Dec 10 20:35:54 2020,,,,Asus,,,,2017-06-02 15:19:00,,,,Asus,,2017-06-02 15:20:00,2.0,,,,,,,,,
0,Murakami Haruki s postmodern world.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/murakami/Murakami Haruki s postmodern world.pdf,262546,256.39 KB,Fri Dec 11 18:52:50 2020,Fri Dec 11 18:52:43 2020,Murakami Haruki's postmodern world,iText 4.2.0 by 1T3XT,16.0,,,,,,,,,,,,,,,,,,,,,
