,File_name,File_path,File_size_bytes,File_size,Creation_time,Modification_time,Title,Author,Pages,author,category,comments,content_status,created,identifier,keywords,language,last_modified_by,last_printed,modified,revision,subject,title,version,Image_height,Image_width,Image_format,Image_mode,Image_is_animated,Frames_in_image
0,9780472902026.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/murakami/9780472902026.pdf,40937185,39.04 MB,Sun Dec 26 03:17:30 2021,Fri Dec  4 01:09:35 2020,Dances with Sheep,Ruby CombinePDF 1.0.16 Library,255.0,,,,,,,,,,,,,,,,,,,,,
0,40149070.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/murakami/40149070.pdf,1677541,1.6 MB,Sun Dec 26 03:17:30 2021,Fri Dec 11 18:50:11 2020,A Voice from Postmodern Japan: Haruki Murakami,iText® 5.5.8 ©2000-2015 iText Group NV (AGPL-version); modified using iText® 7.1.3 ©2000-2018 iText Group NV (JSTOR Michigan; licensed version),7.0,,,,,,,,,,,,,,,,,,,,,
0,Belov_S_I_Konfliet_v_SShA_vokrug_memorialov_Konfederatsii.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Belov_S_I_Konfliet_v_SShA_vokrug_memorialov_Konfederatsii.pdf,2610865,2.49 MB,Wed Dec 16 20:31:20 2020,Fri Oct  9 22:54:56 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,"Jennie M. Carlsten, Fearghal McGarry (eds.) - Film, History and Memory-Palgrave Macmillan UK (2015).pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Jennie M. Carlsten, Fearghal McGarry (eds.) - Film, History and Memory-Palgrave Macmillan UK (2015).pdf",1511477,1.44 MB,Tue Oct 12 10:49:36 2021,Sat Sep 26 19:49:04 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Доклад ОБСЕ. Преподавание тем Холокоста и Антисемитизма.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Доклад ОБСЕ. Преподавание тем Холокоста и Антисемитизма.pdf,1418197,1.35 MB,Sun Sep 11 17:52:53 2022,Sat Sep 26 19:47:37 2020,untitled,Acrobat Distiller 6.0 for Macintosh,223.0,,,,,,,,,,,,,,,,,,,,,
0,Ассман А. Длинная тень прошлого. Мемориальная культура и историческая политика.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Ассман А. Длинная тень прошлого. Мемориальная культура и историческая политика.pdf,10139163,9.67 MB,Wed May  4 18:49:51 2022,Sat Sep 26 19:47:31 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,"Efrat Ben-Ze'ev, Ruth Ginio, Jay Winter - Shadows of War_ A Social History of Silence in the Twentieth Century-Cambridge University Press (2010).pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Efrat Ben-Ze'ev, Ruth Ginio, Jay Winter - Shadows of War_ A Social History of Silence in the Twentieth Century-Cambridge University Press (2010).pdf",1496912,1.43 MB,Sun Dec 26 03:17:46 2021,Sat Sep 26 19:49:00 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,"Efrat Ben-Ze'ev, Ruth Ginio, Jay Winter - Shadows of War_ A Social History of Silence in the Twentieth Century-Cambridge University Press (2010) (1).pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Efrat Ben-Ze'ev, Ruth Ginio, Jay Winter - Shadows of War_ A Social History of Silence in the Twentieth Century-Cambridge University Press (2010) (1).pdf",1496912,1.43 MB,Tue Oct 12 10:49:36 2021,Sat Sep 26 19:49:01 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Шнирельман В.А. Войны памяти.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Шнирельман В.А. Войны памяти.pdf,40629960,38.75 MB,Thu Sep 30 15:58:22 2021,Sat Sep 26 19:48:53 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,"Professor Cathy Caruth - Unclaimed Experience_ Trauma, Narrative and History-The Johns Hopkins University Press (1996).pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Professor Cathy Caruth - Unclaimed Experience_ Trauma, Narrative and History-The Johns Hopkins University Press (1996).pdf",640351,625.34 KB,Tue Oct 12 10:49:36 2021,Sat Sep 26 19:50:51 2020,,Adobe Acrobat Pro 10.0,167.0,,,,,,,,,,,,,,,,,,,,,
0,Aleida Assmann. Transformations between History and Memory.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Aleida Assmann. Transformations between History and Memory.pdf,1791024,1.71 MB,Thu Nov  5 20:14:41 2020,Sat Sep 26 19:48:43 2020,Transformations between History and Memory,iText® 5.5.10 ©2000-2015 iText Group NV (Ithaka Harbors Inc.; licensed version); modified using iText® 5.5.10 ©2000-2015 iText Group NV (Ithaka Harbors Inc.; licensed version),25.0,,,,,,,,,,,,,,,,,,,,,
0,Cathy Caruth (ed.) - Trauma_ Explorations in Memory-Johns Hopkins University Press (1995).pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Cathy Caruth (ed.) - Trauma_ Explorations in Memory-Johns Hopkins University Press (1995).pdf,16788200,16.01 MB,Tue Oct 12 10:49:36 2021,Sat Sep 26 19:49:05 2020,Trauma: Explorations in Memory,ABBYY FineReader 12,284.0,,,,,,,,,,,,,,,,,,,,,
0,Dr. Berel Lang PhD - Holocaust Representation_ Art within the Limits of History and Ethics (2000).pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Dr. Berel Lang PhD - Holocaust Representation_ Art within the Limits of History and Ethics (2000).pdf,1429215,1.36 MB,Sun Dec 26 03:17:46 2021,Sat Sep 26 19:48:53 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Мегилл А. - Историческая эпистемология - 2009.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Мегилл А. - Историческая эпистемология - 2009.pdf,11953886,11.4 MB,Tue Nov 30 03:11:40 2021,Sat Sep 26 19:47:47 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Примо Леви. Канувшие и спасенные.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Примо Леви. Канувшие и спасенные.pdf,5465034,5.21 MB,Tue Oct 12 10:49:36 2021,Sat Sep 26 19:48:35 2020,Канувшие и спасённые,Recoded by LuraDocument PDF v2.65,204.0,,,,,,,,,,,,,,,,,,,,,
0,Нора Галь. Слово живое и мертвое.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Нора Галь. Слово живое и мертвое.pdf,7326992,6.99 MB,Wed Oct  6 21:49:57 2021,Sat Sep 26 19:48:29 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Хаттон П.Х.-История как искусство памяти(ΠΟΛΙΣ)-2004.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Хаттон П.Х.-История как искусство памяти(ΠΟΛΙΣ)-2004.pdf,1286361,1.23 MB,Thu Nov  5 20:12:13 2020,Sat Sep 26 19:48:29 2020,Microsoft Word - Patrick H. Hutton-History as an Art of Memory,Acrobat Distiller 7.0.5 (Windows),422.0,,,,,,,,,,,,,,,,,,,,,
0,Ричард Эванс. Третий рейх. Зарождение империи.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Ричард Эванс. Третий рейх. Зарождение империи.pdf,8031703,7.66 MB,Thu Nov  5 20:13:22 2020,Sat Sep 26 19:48:29 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Le_Goff_Zh_Istoria_i_pamyat.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Le_Goff_Zh_Istoria_i_pamyat.pdf,5571412,5.31 MB,Tue Oct 12 10:49:36 2021,Sat Sep 26 19:50:47 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Нора П. и др. Франция-память. 1999.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Нора П. и др. Франция-память. 1999.pdf,11406767,10.88 MB,Thu Nov  5 20:13:51 2020,Sat Sep 26 19:48:31 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,"Ванагайте Р., Зурофф Э. - Свои. Путешествие с врагом (Памяти XX века) - 2018.pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Ванагайте Р., Зурофф Э. - Свои. Путешествие с врагом (Памяти XX века) - 2018.pdf",2740564,2.61 MB,Thu Sep 30 15:58:22 2021,Sat Sep 26 19:47:32 2020,,Adobe Acrobat Pro 11.0.14,418.0,,,,,,,,,,,,,,,,,,,,,
0,Ширер Уильям - Берлинский дневник ( Историческая библиотека)-2012.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Ширер Уильям - Берлинский дневник ( Историческая библиотека)-2012.pdf,43840649,41.81 MB,Wed Dec 15 23:19:42 2021,Sat Sep 26 19:48:40 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Копосов Н. Память строгого режима.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Копосов Н. Память строгого режима.pdf,7454055,7.11 MB,Wed Dec 15 23:19:42 2021,Sat Sep 26 19:47:43 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Гросс Я.Т. - Соседи. История уничтожения еврейского местечка - 2002.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Гросс Я.Т. - Соседи. История уничтожения еврейского местечка - 2002.pdf,10439243,9.96 MB,Thu Sep 30 15:58:22 2021,Sat Sep 26 19:47:34 2020,,PDF-XChange (PDFTools4.exe v4.0.0187.0000) (Windows); modified using iTextSharp 5.1.0 (c) 1T3XT BVBA,162.0,,,,,,,,,,,,,,,,,,,,,
0,Ханна Арендт. Банальность зла. 2008.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Ханна Арендт. Банальность зла. 2008.pdf,20116530,19.18 MB,Sun Sep 11 17:54:39 2022,Sat Sep 26 19:48:31 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,"Fentress, Whickham. Social Memory.pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Fentress, Whickham. Social Memory.pdf",26306652,25.09 MB,Tue Oct 12 10:49:36 2021,Sat Sep 26 19:49:03 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Lewi Stone. Quantifying the Holocaust. Hyperintense Kill Rates During the Nazi Genocide.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Мемориальная культура/Литература/Lewi Stone. Quantifying the Holocaust. Hyperintense Kill Rates During the Nazi Genocide.pdf,974359,951.52 KB,Tue Oct 12 10:49:36 2021,Sat Sep 26 19:50:47 2020,Science Journals — AAAS,Acrobat Distiller 10.1.16 (Windows),11.0,,,,,,,,,,,,,,,,,,,,,
0,Семинар 6.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Политическая антропология/Семинар 6.docx,22293,21.77 KB,Thu Nov  5 20:20:55 2020,Wed Oct 28 23:09:28 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-27 21:46:00,,,,Карнаухов Иван Алексеевич,,2020-10-28 20:09:00,4.0,,,,,,,,,
0,1st class.docx,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/1st class/1st class.docx",37862,36.97 KB,Thu Jan 20 17:06:25 2022,Mon Sep 28 10:31:15 2020,,,,Карнаухов Иван Алексеевич,,,,2020-09-05 19:39:00,,,,Иван,,2020-09-28 07:31:00,20.0,,,,,,,,,
0,Bathsheba Demuth - The Walrus and The Bureaucrat.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/1st class/Bathsheba Demuth - The Walrus and The Bureaucrat.pdf",1425369,1.36 MB,Mon Jun  7 16:32:20 2021,Sat Sep  5 21:14:17 2020,OP-AHRR190240 483..510,Acrobat Distiller 8.0.0 (Windows); modified using iTextSharp 4.1.6 by 1T3XT,28.0,,,,,,,,,,,,,,,,,,,,,
0,Peterson - US to USSR.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/1st class/Peterson - US to USSR.pdf",605053,590.87 KB,Thu Nov  5 19:44:47 2020,Sat Sep  5 21:14:14 2020,OP-ENVH160006 442..466,Acrobat Distiller 8.0.0 (Windows),25.0,,,,,,,,,,,,,,,,,,,,,
0,Kotkin - Modern Times.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/1st class/Kotkin - Modern Times.pdf",331503,323.73 KB,Thu Jun  8 00:50:36 2023,Sat Sep  5 21:14:11 2020,Microsoft Word - 06_Kotkin_111-,Acrobat Distiller 4.05 for Macintosh,55.0,,,,,,,,,,,,,,,,,,,,,
0,16.4ewing.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/16.4ewing.pdf",223091,217.86 KB,Wed Sep 13 02:53:01 2023,Tue Sep 22 14:06:57 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Abortion Will Deprive You of Happiness!Soviet Reproductive Poli.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/Abortion Will Deprive You of Happiness!Soviet Reproductive Poli.pdf",453110,442.49 KB,Wed Sep 13 02:53:33 2023,Tue Sep 22 14:04:28 2020,"""Abortion Will Deprive You of Happiness!""Soviet Reproductive Politics in the Post-Stalin Era",Prince 9.0 rev 5 (www.princexml.com),27.0,,,,,,,,,,,,,,,,,,,,,
0,Karnaukov.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/Karnaukov.pdf",141387,138.07 KB,Sun Nov  6 22:36:46 2022,Sat Oct 10 17:19:36 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Utopian Visions of Family Life in the Stalin-Era Soviet Union Lauren Kaminsky.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/Utopian Visions of Family Life in the Stalin-Era Soviet Union Lauren Kaminsky.pdf",2505005,2.39 MB,Wed Sep 13 02:54:01 2023,Tue Sep 22 14:03:21 2020,Utopian Visions of Family Life in the Stalin-Era Soviet Union,iText® 5.5.8 ©2000-2015 iText Group NV (AGPL-version); modified using iText® 7.1.3 ©2000-2018 iText Group NV (JSTOR Michigan; licensed version),30.0,,,,,,,,,,,,,,,,,,,,,
0,Karnaukhov.docx,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/Karnaukhov.docx",29299,28.61 KB,Tue Jun  6 20:03:10 2023,Sun Nov  7 20:53:08 2021,,,,Карнаухов Иван Алексеевич,,,,2020-10-05 19:41:00,,,,Карнаухов Иван Алексеевич,,2021-11-07 17:53:00,17.0,,,,,,,,,
0,Gender Political Discourse and Social Welfare in Russia Three Case Studies.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/Gender Political Discourse and Social Welfare in Russia Three Case Studies.pdf",395197,385.93 KB,Wed Sep 13 02:53:43 2023,Tue Sep 22 14:08:22 2020,"Gender, Political Discourse and Social Welfare in Russia: Three Case Studies",iText 4.2.0 by 1T3XT,23.0,,,,,,,,,,,,,,,,,,,,,
0,"MOTHERS IN THE MOTHERLAND STALINIST PRONATALISM IN ITS PAN^EUROPEAN CONTEXT By David L, H.pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/MOTHERS IN THE MOTHERLAND STALINIST PRONATALISM IN ITS PAN^EUROPEAN CONTEXT By David L, H.pdf",3034790,2.89 MB,Thu Jun  8 00:50:36 2023,Mon Sep 21 12:07:16 2020,Mothers in the Motherland: Stalinist Pronatalism in Its Pan-European Context,iText® 5.5.8 ©2000-2015 iText Group NV (AGPL-version); modified using iText® 7.1.3 ©2000-2018 iText Group NV (JSTOR Michigan; licensed version),21.0,,,,,,,,,,,,,,,,,,,,,
0,4148592.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/4148592.pdf",904948,883.74 KB,Wed Sep 13 02:53:16 2023,Tue Sep 22 13:58:00 2020,"Bolshevism, Patriarchy, and the Nation: The Soviet ""Emancipation"" of Muslim Women in Pan-Islamic Perspective",iText® 5.5.8 ©2000-2015 iText Group NV (AGPL-version); modified using iText® 7.1.3 ©2000-2018 iText Group NV (JSTOR Michigan; licensed version),22.0,,,,,,,,,,,,,,,,,,,,,
0,Sex and the Married Communist.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/Sex and the Married Communist.pdf",165413,161.54 KB,Wed Sep 13 02:54:04 2023,Tue Sep 22 14:05:03 2020,"Sex and the Married Communist: Family Troubles, Marital Infidelity, and Party Discipline in the Postwar USSR, 1945–64",PDFlib PLOP 3.0 (.NET/Win32)/Acrobat Distiller 5.0.5 (Windows); modified using iText 4.2.0 by 1T3XT,22.0,,,,,,,,,,,,,,,,,,,,,
0,4148593.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/4148593.pdf",962023,939.48 KB,Wed Sep 13 02:53:24 2023,Tue Sep 22 14:02:09 2020,Cultural Diversity and the Interwar Conjuncture: Soviet Nationality Policy in Its Comparative Context,iText® 5.5.8 ©2000-2015 iText Group NV (AGPL-version); modified using iText® 7.1.3 ©2000-2018 iText Group NV (JSTOR Michigan; licensed version),22.0,,,,,,,,,,,,,,,,,,,,,
0,Notes.docx,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/Review essay/Notes.docx",35907,35.07 KB,Tue Oct 12 10:49:36 2021,Wed Oct  7 23:53:19 2020,,,,Иван,,,,2020-09-28 19:14:00,,,,Карнаухов Иван Алексеевич,,2020-10-07 20:53:00,15.0,,,,,,,,,
0,Viola - The Question of the Perpetrator.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/2nd class/Viola - The Question of the Perpetrator.pdf",288287,281.53 KB,Tue Oct 12 10:49:36 2021,Wed Sep 16 23:05:57 2020,The Question of the Perpetrator in Soviet History,iText 2.1.5 (by lowagie.com),24.0,,,,,,,,,,,,,,,,,,,,,
0,Viola - Aesthetics of Stalinist Planning.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/2nd class/Viola - Aesthetics of Stalinist Planning.pdf",348083,339.92 KB,Thu Nov  5 19:37:14 2020,Wed Sep 16 23:05:54 2020,Microsoft Word - 04.Viola.pr.101-28,Acrobat Distiller 4.05 for Macintosh,29.0,,,,,,,,,,,,,,,,,,,,,
0,2nd class.docx,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/2nd class/2nd class.docx",31576,30.84 KB,Mon Jan 31 16:27:33 2022,Mon Sep 21 12:31:52 2020,,,,Карнаухов Иван Алексеевич,,,,2020-09-16 20:07:00,,,,Карнаухов Иван Алексеевич,,2020-09-21 09:31:00,6.0,,,,,,,,,
0,katsakioris2017.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/4th class/katsakioris2017.pdf",322116,314.57 KB,Thu Nov  5 19:36:57 2020,Thu Oct  1 14:23:17 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,gorsuch2015.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/4th class/gorsuch2015.pdf",1342884,1.28 MB,Thu Nov  5 19:37:11 2020,Thu Oct  1 14:23:15 2020,,,30.0,,,,,,,,,,,,,,,,,,,,,
0,4rd class.docx,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/4th class/4rd class.docx",24636,24.06 KB,Thu Nov  5 19:37:13 2020,Tue Oct  6 21:07:53 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-04 21:00:00,,,,Карнаухов Иван Алексеевич,,2020-10-06 18:07:00,4.0,,,,,,,,,
0,Vladislav Zubok - The Collapse of the Soviet Union.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/5th class/Vladislav Zubok - The Collapse of the Soviet Union.pdf",230639,225.23 KB,Thu Nov  5 19:36:16 2020,Sun Oct 11 19:08:50 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,5th class.docx,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/5th class/5th class.docx",17586,17.17 KB,Thu Nov  5 19:35:30 2020,Sun Oct 11 22:07:35 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-11 16:09:00,,,,Карнаухов Иван Алексеевич,,2020-10-11 19:07:00,2.0,,,,,,,,,
0,John Connelly - The Sovietization of Higher Education.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/3rd class/John Connelly - The Sovietization of Higher Education.pdf",3304577,3.15 MB,Thu Nov  5 19:35:21 2020,Tue Sep 22 13:50:57 2020,LSI,Adobe Acrobat 9.0 Paper Capture Plug-in,41.0,,,,,,,,,,,,,,,,,,,,,
0,3rd class.docx,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/3rd class/3rd class.docx",31183,30.45 KB,Mon Jun  7 16:32:13 2021,Wed Oct  7 01:24:09 2020,,,,Карнаухов Иван Алексеевич,,,,2020-09-26 20:30:00,,,,Карнаухов Иван Алексеевич,,2020-10-06 22:24:00,9.0,,,,,,,,,
0,Kate Brown - Plutopia_chapters.pdf,"/Users/karnaukhovivan/Desktop/3 курс/1 семестр/The Soviet Union and the World, Comparitive and Transitional Perspectives on Soviet History/3rd class/Kate Brown - Plutopia_chapters.pdf",1068920,1.02 MB,Thu Nov  5 19:35:30 2020,Tue Sep 22 13:51:33 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,"Ernest Mathijs, Jamie Sexton(auth.) - Cult Cinema_ An Introduction-Wiley-Blackwell (2011).pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/Ernest Mathijs, Jamie Sexton(auth.) - Cult Cinema_ An Introduction-Wiley-Blackwell (2011).pdf",6482842,6.18 MB,Sun Dec 26 03:17:11 2021,Sat Dec 12 13:02:51 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Конспект. Я пройду как бешеный конь.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/Конспект. Я пройду как бешеный конь.docx,38521,37.62 KB,Wed May 26 22:40:35 2021,Wed Dec 16 17:36:28 2020,,,,Карнаухов Иван Алексеевич,,,,2020-12-12 18:21:00,,,,Карнаухов Иван Алексеевич,,2020-12-16 14:36:00,12.0,,,,,,,,,
0,Карнаухов И. А. Эссе. Постмодернизм.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/Карнаухов И. А. Эссе. Постмодернизм.pdf,203144,198.38 KB,Sun Feb  5 22:22:47 2023,Wed Dec 16 21:33:34 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Карнаухов И. А. Эссе. Постмодернизм.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/Карнаухов И. А. Эссе. Постмодернизм.docx,32220,31.46 KB,Thu Jan 20 17:06:25 2022,Sun Dec 26 03:38:45 2021,,,,Карнаухов Иван Алексеевич,,,,2020-12-16 18:39:00,,,,Карнаухов Иван Алексеевич,,2021-12-26 00:38:00,3.0,,,,,,,,,
0,Fernando Arrabal - Lettre au général Franco-Union Gral. D'Editions. (1972).pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/Fernando Arrabal - Lettre au général Franco-Union Gral. D'Editions. (1972).pdf,888987,868.15 KB,Sat Dec 12 18:07:36 2020,Sat Dec 12 13:06:25 2020,,Adobe Acrobat 10.0 Paper Capture Plug-in,99.0,,,,,,,,,,,,,,,,,,,,,
0,"(Wisconsin Studies in Film) David Bordwell, Noel Carroll - Post-Theory_ Reconstructing Film Studies-University of Wisconsin Press (1996).pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/(Wisconsin Studies in Film) David Bordwell, Noel Carroll - Post-Theory_ Reconstructing Film Studies-University of Wisconsin Press (1996).pdf",53386228,50.91 MB,Thu Jan 20 14:48:47 2022,Sat Dec 12 19:11:47 2020,Post-Theory: Reconstructing Film Studies,Adobe Acrobat 9.52 Paper Capture Plug-in,584.0,,,,,,,,,,,,,,,,,,,,,
0,Paul Crowther - Critical Aesthetics and Postmodernism (1993).pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/Paul Crowther - Critical Aesthetics and Postmodernism (1993).pdf,1134699,1.08 MB,Sat Dec 12 13:07:25 2020,Sat Dec 12 12:58:10 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Philip Auslander - From Acting to Performance_ Essays in Modernism and Postmodernism-Routledge (1997).pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/Philip Auslander - From Acting to Performance_ Essays in Modernism and Postmodernism-Routledge (1997).pdf,637413,622.47 KB,Sat Dec 12 21:26:38 2020,Sat Dec 12 21:22:38 2020,From Acting to Performance: Essays in Modernism and Postmodernism,Acrobat Distiller 4.0 for Windows,184.0,,,,,,,,,,,,,,,,,,,,,
0,"(Imagination and Praxis) Patricia Paugh, Tricia Kress, Robert Lake (eds.) - Teaching towards Democracy with Postmodern and Popular Culture Texts-SensePublishers (2014).pdf","/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/(Imagination and Praxis) Patricia Paugh, Tricia Kress, Robert Lake (eds.) - Teaching towards Democracy with Postmodern and Popular Culture Texts-SensePublishers (2014).pdf",7580079,7.23 MB,Fri Sep  3 23:47:36 2021,Sat Dec 12 13:01:11 2020,,Acrobat Distiller 8.1.0 (Windows),259.0,,,,,,,,,,,,,,,,,,,,,
